PPG(场均得分),RPG(场均篮板),APG(场均助攻),SPG(场均抢断),BPG(场均盖帽),FG%(平均投篮命中率),3P%(平均三分命中率),cluster,size,percentage,G_percentage,F_percentage,C_percentage,allstar_count,allstar_percentage,cluster_name
5.201752901894407,3.2649440848163045,0.8510628704940398,0.4945655118055268,0.4100713839236507,0.46991821269778866,0.18583188616982657,0,1106,28.998426848453068,21.338155515370705,51.35623869801085,27.305605786618447,128.0,11.573236889692586,替补型球员
3.57245426654693,2.3058152105902536,0.8362394423150803,0.8694722333199282,0.3520668414091751,0.3478392481328043,0.2906664008869043,1,1695,44.441531200839016,44.660766961651916,41.769911504424776,13.510324483775813,36.0,2.1238938053097343,替补型球员
11.300524682726216,3.96948881016688,2.9195801138403876,0.8854781089630749,0.30910509250258733,0.430829147022874,0.29916716754922573,2,993,26.03565810173047,62.33635448136958,30.010070493454176,7.653575025176234,478.0,48.13695871097684,综合型球员-2
2.125,1.125,0.625,29.0,11.0,0.3738125,0.292,3,16,0.4195070791819612,37.5,56.25,6.25,16.0,100.0,防守型球员
1.25,119.25,0.625,21.75,8.25,0.34325,0.292,4,4,0.1048767697954903,0.0,50.0,50.0,4.0,100.0,防守型内线
